EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra
370,2026-04-14,20:46:28,18 - 24 años,Femenino,Quetzaltenango,,Empleado privado,1 a 2 veces por semana,Supermercado,Familia,Q101 - Q150,CrunchMax BBQ,Jalapeño,Individual,Q21 - Q30,No,Sí,Suecia,Probablemente no,Inglaterra,Rodri; Kylian Mbappé,Una selección nacional,Descuento directo,Sí,Edición Mundial FIFA 2026
371,2026-02-17,19:54:47,45 - 54 años,Masculino,Guatemala,Santa Catarina Pinula,Empleado privado,1 a 2 veces por semana,Gasolinera,Amigos,Más de Q150,Fan Chips Jalapeño; ChocoKick Bites,Barbacoa,Familiar,Q21 - Q30,Sí,Sí,España,Definitivamente sí,Alemania,Vinícius Júnior; Cristiano Ronaldo; Neymar Jr.,Un jugador famoso,Descuento directo,Sí,Edición Argentina
372,2026-03-01,20:11:48,35 - 44 años,Masculino,Guatemala,Santa Catarina Pinula,Empleado privado,1 a 2 veces por semana,Tienda de barrio,Familia,Q51 - Q100,ChocoKick Bites; Energy Crunch Protein; CrunchMax BBQ,Picante Chapín,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Portugal,Definitivamente sí,Brasil,Kylian Mbappé; Ninguno; Neymar Jr.,Una selección nacional,Sorteo de viajes,No,Edición Argentina
373,2026-04-04,10:10:53,25 - 34 años,Femenino,Guatemala,Mixco,Comerciante,1 a 2 veces por semana,Tienda de barrio,Otro,Menos de Q25,ChocoKick Bites; Gol Nachos Supreme; FutbolMix,Dulce,Individual,Q16 - Q20,Sí,Sí,Francia,Probablemente sí,Argentina,Federico Valverde; Lionel Messi; Cristiano Ronaldo,Una selección nacional,Sorteo de viajes,Sí,Edición con jugadores famosos
374,2026-03-04,10:06:32,55 años o más,Femenino,Guatemala,Santa Catarina Pinula,Profesional independiente,Rara vez,Supermercado,Amigos,Q51 - Q100,FutbolMix; Gol Nachos Supreme,Picante Chapín,Individual,Menos de Q10,No,Sí,Túnez,Probablemente sí,Uruguay,Federico Valverde; Neymar Jr.,Premios y sorteos,Sorteo de camisetas,No,Edición con jugadores famosos
375,2026-04-18,10:51:42,18 - 24 años,Masculino,Quetzaltenango,Quetzaltenango,Profesional independiente,Todos los días,Tienda de barrio,Solo,Q51 - Q100,FutbolMix; Mundialitos Queso Picante; Gol Nachos Supreme,Barbacoa,Familiar,Q16 - Q20,Sí,Sí,México,Definitivamente sí,Argentina,Cristiano Ronaldo,Premios y sorteos,Sorteo de viajes,No,Edición Mundial FIFA 2026
376,2026-04-03,17:52:33,Menos de 18 años,Masculino,Sacatepéquez,Antigua Guatemala,Comerciante,Varias veces al mes,Supermercado,Amigos,Q25 - Q50,ChocoKick Bites; Mundialitos Queso Picante,Salado Tradicional,Familiar,Q16 - Q20,Sí,Sí,Argentina,Definitivamente sí,Argentina,Lionel Messi; Alphonso Davies,Un jugador famoso,Producto gratis,No,Edición Argentina
377,2026-03-20,14:30:28,18 - 24 años,Masculino,Escuintla,Escuintla,Empresario,1 a 2 veces por semana,Tienda de barrio,Amigos,Q51 - Q100,Hot Stadium Peanuts; Mundialitos Queso Picante; Victory Pretzels,Limón,Individual,Q10 - Q15,No,Sí,España,Probablemente sí,Uruguay,Lionel Messi,Historias de aficionados,Tarjetas coleccionables,No,Edición Mundial FIFA 2026
378,2026-02-01,20:22:09,55 años o más,Femenino,Izabal,Izabal,Empresario,1 a 2 veces por semana,Tienda de barrio,Solo,Q101 - Q150,Energy Crunch Protein; CrunchMax BBQ,Barbacoa,Para compartir entre 2 personas,Q10 - Q15,Sí,No,Brasil,Definitivamente sí,México,Kylian Mbappé; Lionel Messi; Alphonso Davies,Una selección nacional,Sorteo de viajes,No,Edición con tarjetas coleccionables
379,2026-03-28,20:22:42,25 - 34 años,Femenino,Quetzaltenango,Olintepeque,Estudiante,3 a 5 veces por semana,Supermercado,Amigos,Q25 - Q50,FutbolMix,Picante Chapín,Para compartir entre 2 personas,Menos de Q10,No,Sí,Brasil,Probablemente sí,Argentina,Cristiano Ronaldo; Neymar Jr.,Una selección nacional,Producto gratis,Sí,Edición Inglaterra
380,2026-02-19,11:01:07,18 - 24 años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Ama de casa,Varias veces al mes,Tienda de barrio,Solo,Q51 - Q100,Fan Chips Jalapeño,Barbacoa,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Estados Unidos,Definitivamente sí, FRANCIA ,Lamine Yamal; Kylian Mbappé,Un jugador famoso,Sorteo de balones,Sí,Edición España
381,2026-05-02,22:26:59,55 años o más,Femenino,Guatemala,Villa Nueva,Empleado privado,3 a 5 veces por semana,Kiosco escolar/universitario,Familia,Q51 - Q100,Mundialitos Queso Picante; Caramel Goal Popcorn; Gol Nachos Supreme,Jalapeño,Familiar,Q21 - Q30,Sí,Sí,Panamá,Definitivamente sí,Argentina,Lionel Messi; Jude Bellingham,Una selección nacional,Descuento directo,Sí,Edición Argentina
382,2026-03-03,15:29:46,25 - 34 años,Masculino,Huehuetenango,Otro municipio,Comerciante,1 a 2 veces por semana,Tienda de barrio,Amigos,Q51 - Q100,Fan Chips Jalapeño,Chocolate,Familiar,Q10 - Q15,Sí,No,Argentina,Definitivamente sí,Brasil,Kylian Mbappé; Cristiano Ronaldo; Ninguno,Una selección nacional,Tarjetas coleccionables,Sí,Edición Francia
383,2026-04-27,18:26:39,35 - 44 años,Femenino,Guatemala,Mixco,Empleado privado,1 a 2 veces por semana,Otro,Amigos,Q25 - Q50,ChocoKick Bites,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Francia,Definitivamente sí,Brasil,Kylian Mbappé; Alphonso Davies,Historias de aficionados,Tarjetas coleccionables,No,Edición Francia
384,2026-04-02,17:03:40,25 - 34 años,Masculino,Guatemala,San Miguel Petapa,Comerciante,1 a 2 veces por semana,Gasolinera,Amigos,Q51 - Q100,Hot Stadium Peanuts,Picante Chapín,Individual,Q10 - Q15,Sí,Sí,México,Definitivamente no,Portugal,Cristiano Ronaldo; Alphonso Davies; Jude Bellingham,Una selección nacional,Sorteo de balones,No,Edición Brasil
385,2026-01-16,10:41:02,35 - 44 años,Masculino,Guatemala,San Miguel Petapa,Empleado privado,3 a 5 veces por semana,Supermercado,Amigos,Q25 - Q50,CrunchMax BBQ; Fan Chips Jalapeño; Hot Stadium Peanuts,Picante Chapín,Familiar,Q16 - Q20,Sí,Sí,Argentina,Probablemente sí,Inglaterra,Lionel Messi,Premios y sorteos,Tarjetas coleccionables,No,Edición España
386,2026-04-03,10:13:26,18 - 24 años,Masculino,Guatemala,,Empleado privado,Varias veces al mes,Gasolinera,Familia,Q51 - Q100,Gol Nachos Supreme; Victory Pretzels; CrunchMax BBQ,Chocolate,Individual,Q10 - Q15,No,Sí,Uzbekistán,Probablemente no,Francia,Lionel Messi; Vinícius Júnior; Alphonso Davies,Un jugador famoso,Producto gratis,Sí,Edición Argentina
387,2026-02-01,11:54:06,25 - 34 años,Masculino,Guatemala,Guatemala,Estudiante,Todos los días,Supermercado,Amigos,Q25 - Q50,Mundialitos Queso Picante; FutbolMix; CrunchMax BBQ, BARBACOA ,Individual,Menos de Q10,Sí,Sí,Japón,Tal vez,España,Cristiano Ronaldo; Lionel Messi; Kylian Mbappé,Un jugador famoso,Descuento directo,Sí,Edición Francia
388,2026-01-10,13:57:39,25 - 34 años,Femenino,Guatemala,Santa Catarina Pinula,Empleado público,3 a 5 veces por semana,Gasolinera,Amigos,Q51 - Q100,ChocoKick Bites,Limón,Individual,Q10 - Q15,No,Sí,Brasil,Probablemente no,México,Julián Álvarez,Una selección nacional,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
389,2026-04-09,16:45:17,Menos de 18 años,Masculino,Escuintla,Escuintla,Empresario,Varias veces al mes,Tienda de barrio,Familia,Q25 - Q50,Caramel Goal Popcorn; Gol Nachos Supreme; ChocoKick Bites,Picante Chapín,Individual,Más de Q30,No,Sí,Brasil,Tal vez,Inglaterra,Jude Bellingham; Rodri,Un jugador famoso,Sorteo de balones,No,Edición Mundial FIFA 2026
390,2026-01-18,21:22:48,Menos de 18 años,Femenino,Guatemala,Mixco,Estudiante,Varias veces al mes,Supermercado,Amigos,Q25 - Q50,Mundialitos Queso Picante; CrunchMax BBQ; Fan Chips Jalapeño,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,Sí,No,Suiza,Probablemente sí,Argentina,Lamine Yamal,Historias de aficionados,Producto gratis,Sí,Edición Mundial FIFA 2026
391,2026-03-06,19:29:00,35 - 44 años,Femenino, GUATEMALA , SANTA CATARINA PINULA ,Empleado privado,Varias veces al mes,Supermercado,Familia,Q25 - Q50,Gol Nachos Supreme,Caramelo,Individual,Q16 - Q20,No,Sí,Argentina,Definitivamente sí,Inglaterra,Cristiano Ronaldo,Una selección nacional,Sorteo de balones,Sí,Edición Argentina
392,2026-04-06,10:11:06,45 - 54 años,Masculino,Guatemala,Villa Nueva,Profesional independiente,Todos los días,Supermercado,Familia,Q51 - Q100,Gol Nachos Supreme; Victory Pretzels; Mundialitos Queso Picante,Chocolate,Para compartir entre 2 personas,Q10 - Q15,No,Sí,Brasil,Definitivamente sí,Cabo Verde,Christian Pulisic; Kylian Mbappé; Vinícius Júnior,Premios y sorteos,Descuento directo,Sí,Edición Argentina
393,2026-04-02,20:42:05,18 - 24 años,Masculino,Guatemala,Guatemala,Empleado privado,Varias veces al mes,Supermercado,Compañeros de trabajo,Q25 - Q50,CrunchMax BBQ; Fan Chips Jalapeño; Energy Crunch Protein,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,Argentina,Probablemente sí,México,Neymar Jr.,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Francia
394,2026-01-17,15:35:31,18 - 24 años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empresario,1 a 2 veces por semana,Tienda de barrio,Familia,Q51 - Q100,Fan Chips Jalapeño; Gol Nachos Supreme,Limón,Individual,Q16 - Q20,Sí,Sí,México,Definitivamente sí,Francia,Kylian Mbappé; Lionel Messi,Humor,Descuento directo,Sí,Edición Brasil
395,2026-03-27,07:56:18,25 - 34 años,Femenino,Alta Verapaz,Cabecera municipal,Ama de casa,Todos los días,Supermercado,Familia,Q25 - Q50,CrunchMax BBQ; Gol Nachos Supreme; Energy Crunch Protein,Caramelo,Familiar,Q21 - Q30,Sí,No,Portugal,Probablemente sí,Portugal,Neymar Jr.,Humor,Sorteo de viajes,Sí,Edición Brasil
396,2026-03-26,11:17:26,18 - 24 años,Femenino,Chimaltenango,Patzún,Estudiante,3 a 5 veces por semana,Tienda de barrio,Familia,Q101 - Q150,ChocoKick Bites; FutbolMix,Caramelo,Familiar,Q16 - Q20,Sí,Sí,Argentina,Definitivamente sí,Francia,Julián Álvarez; Jude Bellingham,Premios y sorteos,Descuento directo,No,Edición Mundial FIFA 2026
397,2026-03-13,16:34:44,55 años o más,Femenino,Guatemala,Santa Catarina Pinula,Empleado privado,3 a 5 veces por semana,Tienda de barrio,Familia,Más de Q150,Victory Pretzels; Gol Nachos Supreme, QUESO ,Individual,Q16 - Q20,No,Sí,México,Definitivamente sí,Argentina,Cristiano Ronaldo,Historias de aficionados,Descuento directo,Sí,Edición Mundial FIFA 2026
398,2026-03-04,17:27:55,35 - 44 años,Femenino,Sacatepéquez,Ciudad Vieja,Comerciante,Todos los días,Tienda de barrio,Amigos,Menos de Q25,Victory Pretzels; FutbolMix, PICANTE CHAPÍN ,Para compartir entre 2 personas,Q16 - Q20,No,Sí,México,Definitivamente sí,Portugal,Lionel Messi; Cristiano Ronaldo,Una selección nacional,Sorteo de balones,No,Edición con tarjetas coleccionables
399,2026-02-09,11:57:43,Menos de 18 años,Masculino,Totonicapán,Totonicapán,Profesional independiente,1 a 2 veces por semana,Gasolinera,Familia,Q51 - Q100,Gol Nachos Supreme,Barbacoa,Para compartir entre 2 personas,Más de Q30,Sí,Sí,Francia,Probablemente sí,Portugal,Jude Bellingham,Un jugador famoso,2x1,Sí,Edición España
400,2026-05-10,18:33:36,18 - 24 años,Masculino,Quetzaltenango,Olintepeque,Empleado privado,Varias veces al mes,Gasolinera,Familia,Menos de Q25,CrunchMax BBQ,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Francia,Definitivamente sí,Brasil,Neymar Jr.,Historias de aficionados,Descuento directo,No,Edición con tarjetas coleccionables
401,2026-04-08,18:22:34,18 - 24 años,Masculino,Sacatepéquez,Jocotenango,Estudiante,1 a 2 veces por semana,Aplicación de delivery,Amigos,Q51 - Q100,Victory Pretzels; Mundialitos Queso Picante; Fan Chips Jalapeño,Salado Tradicional,Familiar,Q16 - Q20,Sí,Sí,Austria,Definitivamente sí,Argentina,Cristiano Ronaldo; Alphonso Davies,Una selección nacional,Descuento directo,No,Edición Brasil
402,2026-01-26,07:50:09,55 años o más,Femenino,Guatemala,Villa Nueva,Empleado privado,Varias veces al mes,Aplicación de delivery,Compañeros de trabajo,Q101 - Q150,Fan Chips Jalapeño; FutbolMix,Queso,Familiar,Q10 - Q15,Sí,Sí,México,Definitivamente sí,Portugal,Lamine Yamal; Lionel Messi,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Argentina
403,2026-02-14,16:25:50,25 - 34 años,Masculino,Quetzaltenango,Coatepeque,Otro,3 a 5 veces por semana,Tienda de barrio,Familia,Q51 - Q100,CrunchMax BBQ; Mundialitos Queso Picante,Salado Tradicional,Tamaño fiesta o reunión,Q21 - Q30,No,Sí,Portugal,Probablemente sí,Portugal,Vinícius Júnior; Cristiano Ronaldo; Lionel Messi,Humor,Producto gratis,Sí,Edición con jugadores famosos
404,2026-02-01,07:47:08,Menos de 18 años,Femenino,Chimaltenango,Patzún,Comerciante,Rara vez,Supermercado,Amigos,Q51 - Q100,Gol Nachos Supreme,Jalapeño,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Argentina,Definitivamente sí,Estados Unidos,Vinícius Júnior; Cristiano Ronaldo,Una selección nacional,Producto gratis,Sí,Edición con tarjetas coleccionables
405,2026-01-29,17:47:06,45 - 54 años,Femenino,Guatemala,Villa Nueva,Empresario,1 a 2 veces por semana,Otro,Familia,Menos de Q25,Gol Nachos Supreme; FutbolMix,Barbacoa,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Estados Unidos,Probablemente sí,México,Lamine Yamal; Christian Pulisic; Lionel Messi,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Inglaterra
406,2026-03-17,08:32:04,25 - 34 años,Masculino,Guatemala,Santa Catarina Pinula,Empleado privado,Todos los días,Gasolinera,Amigos,Q51 - Q100,ChocoKick Bites; FutbolMix; Fan Chips Jalapeño, JALAPEÑO ,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Inglaterra,Definitivamente sí, ALEMANIA ,Alphonso Davies,Un jugador famoso,Descuento directo,No,Edición con tarjetas coleccionables
407,2026-03-26,10:55:43,25 - 34 años,Prefiero no indicarlo,Chiquimula,Chiquimula,Empresario,Varias veces al mes,Tienda de barrio,Familia,Q51 - Q100,Fan Chips Jalapeño,Dulce,Familiar,Q16 - Q20,Sí,No,Brasil,Probablemente sí,Argentina,Lamine Yamal,Una selección nacional,Producto gratis,No,Edición Argentina
408,2026-01-26,20:08:59,25 - 34 años,Femenino,Guatemala,San Miguel Petapa,Profesional independiente,3 a 5 veces por semana,Supermercado,Compañeros de trabajo,Q101 - Q150,Gol Nachos Supreme,Queso,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Brasil,Definitivamente sí,Brasil,Cristiano Ronaldo,Una selección nacional,Sorteo de balones,Sí,Edición con tarjetas coleccionables
409,2026-05-06,17:20:42,25 - 34 años,Femenino,Petén,Poptún,Comerciante,Rara vez,Aplicación de delivery,Familia,Q25 - Q50,FutbolMix,Picante Chapín,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Brasil,Definitivamente no,México,Kylian Mbappé,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Francia
410,2026-02-27,20:18:06,18 - 24 años,Masculino,Guatemala,Guatemala,Empleado privado,3 a 5 veces por semana,Tienda de barrio,Familia,Q51 - Q100,Energy Crunch Protein,Jalapeño,Individual,Q10 - Q15,No,Sí,México,Probablemente sí,Brasil,Kylian Mbappé; Jude Bellingham,Una selección nacional,2x1,Sí,Edición España
411,2026-03-06,20:09:57,18 - 24 años,Masculino,Guatemala,Guatemala,Empleado privado,Varias veces al mes,Aplicación de delivery,Familia,Q51 - Q100,Mundialitos Queso Picante; CrunchMax BBQ,Jalapeño,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Brasil,Probablemente no,Francia,Vinícius Júnior; Julián Álvarez,Una selección nacional,2x1,Sí,Edición Mundial FIFA 2026
412,2026-01-27,15:10:17,25 - 34 años,Femenino,Quiché,Quiché,Empleado privado,Rara vez,Supermercado,Familia,Q25 - Q50,Mundialitos Queso Picante; FutbolMix; Fan Chips Jalapeño,Chocolate,Familiar,Q10 - Q15,No,Sí,Brasil,Tal vez,Alemania,Cristiano Ronaldo,Humor,Descuento directo,Sí,Edición Francia
413,2026-03-17,20:06:42,45 - 54 años,Femenino,Zacapa,Cabecera municipal,Empleado privado,Rara vez,Aplicación de delivery,Familia,Q25 - Q50,ChocoKick Bites; Gol Nachos Supreme; Caramel Goal Popcorn,Barbacoa,Individual,Q16 - Q20,No,Sí,Estados Unidos,Definitivamente no,México,Vinícius Júnior; Kylian Mbappé,Una selección nacional,Producto gratis,Sí,Edición con tarjetas coleccionables
414,2026-04-01,21:38:42,55 años o más,Femenino,Guatemala,Mixco,Empleado público,3 a 5 veces por semana,Tienda de barrio,Familia,Q101 - Q150,Energy Crunch Protein,Barbacoa,Individual,Q10 - Q15,No,Sí,Uruguay,Probablemente sí,Türkiye,Rodri,Historias de aficionados,Sorteo de balones,Sí,Edición Argentina
415,2026-04-13,22:59:04,18 - 24 años,Femenino,Sacatepéquez,Antigua Guatemala,Empleado privado,Varias veces al mes,Supermercado,Compañeros de trabajo,Q25 - Q50,Gol Nachos Supreme,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Francia,Probablemente sí,Argentina,Lionel Messi,Una selección nacional,Descuento directo,No,Edición con jugadores famosos
416,2026-01-22,12:05:55,25 - 34 años,Masculino,Quetzaltenango,Quetzaltenango,Empleado público,1 a 2 veces por semana,Aplicación de delivery,Amigos,Menos de Q25,Mundialitos Queso Picante; Caramel Goal Popcorn; Fan Chips Jalapeño,Queso,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Brasil,Probablemente sí,Brasil,Julián Álvarez,Historias de aficionados,Descuento directo,Sí,Edición Argentina
417,2026-03-10,18:21:05,45 - 54 años,Masculino,Jalapa,Jalapa,Estudiante,1 a 2 veces por semana,Supermercado,Amigos,Q51 - Q100,Gol Nachos Supreme; Victory Pretzels,Picante Chapín,Individual,Q16 - Q20,No,Sí,Estados Unidos,Definitivamente no,Argentina,Jude Bellingham; Lionel Messi; Cristiano Ronaldo,Una selección nacional,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
418,2026-05-04,08:34:43,55 años o más,Femenino,Guate,Guatemala,Empleado privado,Todos los días,Tienda de barrio,Familia,Menos de Q25,FutbolMix,Jalapeño,Individual,Q21 - Q30,Sí,Sí,México,Probablemente sí,Argentina,Lionel Messi; Julián Álvarez; Kylian Mbappé,Una selección nacional,Descuento directo,No,Edición Argentina
97,2026-04-17,08:17:23,25 - 34 años,Masculino,El Progreso,El Progreso,Jubilado,Todos los días,Aplicación de delivery,Amigos,Q51 - Q100,Victory Pretzels; CrunchMax BBQ; Caramel Goal Popcorn,Picante Chapín,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Portugal,Definitivamente sí,España,Cristiano Ronaldo,Una selección nacional,Tarjetas coleccionables,Sí,Edición Mundial FIFA 2026
420,2026-05-01,19:09:13,25 - 34 años,Femenino,Quetzaltenango,Quetzaltenango,Empleado privado,1 a 2 veces por semana,Tienda de barrio,Familia,Q51 - Q100,Fan Chips Jalapeño,Jalapeño,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Portugal,Probablemente sí,Brasil,Vinícius Júnior; Cristiano Ronaldo; Harry Kane,Una selección nacional,Descuento directo,Sí,Edición Argentina
421,2026-02-09,10:47:40,18 - 24 años,Femenino,Guatemala,San Miguel Petapa,Empleado privado,3 a 5 veces por semana,Supermercado,Familia,Menos de Q25,Gol Nachos Supreme; Energy Crunch Protein,Barbacoa,Individual,Q16 - Q20,Sí,Sí,Alemania,Probablemente sí,Nueva Zelanda,Lamine Yamal; Lionel Messi,Un jugador famoso,2x1,No,Edición Mundial FIFA 2026
422,2026-03-13,17:28:42,18 - 24 años,Masculino,Guatemala,Guatemala,Profesional independiente,Varias veces al mes,Aplicación de delivery,Amigos,Q51 - Q100,Gol Nachos Supreme,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,México,Tal vez,Argentina,Neymar Jr.,Un jugador famoso,2x1,No,Edición Argentina
423,2026-04-30,16:37:50,25 - 34 años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante,3 a 5 veces por semana,,Otro,Menos de Q25,CrunchMax BBQ; Caramel Goal Popcorn,Queso,Individual,Menos de Q10,No,Sí,Portugal,Probablemente sí,Inglaterra,Jude Bellingham,Una selección nacional,Producto gratis,No,Edición con jugadores famosos
424,2026-04-14,07:34:59,25 - 34 años,Femenino,Sololá,Sololá,Ama de casa,Todos los días,Tienda de barrio,Amigos,Q51 - Q100,ChocoKick Bites; CrunchMax BBQ; Caramel Goal Popcorn,Chocolate,Familiar,Q16 - Q20,No,Sí,Francia,Tal vez,Portugal,Lamine Yamal; Vinícius Júnior,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Francia
425,2026-03-21,14:51:07,45 - 54 años,Masculino,Chimaltenango,Chimaltenango,Comerciante,3 a 5 veces por semana,Gasolinera,Amigos,Más de Q150,CrunchMax BBQ,Picante Chapín,Familiar,Q21 - Q30,No,Sí,Argentina,Probablemente sí,España,Julián Álvarez,Una selección nacional,Tarjetas coleccionables,Sí,Edición España
426,2026-04-10,17:18:33,25 - 34 años,Femenino,Huehuetenango,Cabecera municipal,Ama de casa,Todos los días,Kiosco escolar/universitario,Amigos,Q51 - Q100,Fan Chips Jalapeño; Gol Nachos Supreme,Queso,Familiar,Q16 - Q20,No,Sí,Colombia,Tal vez,Brasil,Vinícius Júnior,Un jugador famoso,Descuento directo,No,Edición Mundial FIFA 2026
427,2026-03-22,21:29:09,25 - 34 años,Masculino,Guatemala,Mixco,Empleado privado,1 a 2 veces por semana,Kiosco escolar/universitario,Familia,Q51 - Q100,CrunchMax BBQ; Mundialitos Queso Picante,Picante Chapín,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Estados Unidos,Probablemente sí,Brasil,Cristiano Ronaldo; Jude Bellingham,Un jugador famoso,Sorteo de camisetas,Sí,Edición Mundial FIFA 2026
